iter	Logloss
128	0.4009027105
129	0.4003520854
130	0.3994093483
131	0.398770906
132	0.3981833591
133	0.39756906
134	0.3969063938
135	0.3961618713
136	0.3956806774
137	0.3950199019
138	0.39435779
139	0.3936296584
140	0.3927784383
141	0.3920502989
142	0.3914149266
143	0.3909053717
144	0.3901662945
145	0.3896229683
146	0.3889389538
147	0.3884138071
148	0.388004889
149	0.3874131633
150	0.3869184704
151	0.3864220369
152	0.3859328464
153	0.3853342685
154	0.3847656234
155	0.3842569477
156	0.3839510671
157	0.3834362116
158	0.3828636591
159	0.3824621631
160	0.3820796046
161	0.3817059377
162	0.3812366151
163	0.3806392482
164	0.3801652376
165	0.3798702868
166	0.3793785412
167	0.3789878248
168	0.3784230748
169	0.3780133226
170	0.3776933362
171	0.3773265214
172	0.3770168616
173	0.3766247785
174	0.376188531
175	0.3756315369
176	0.3751062989
177	0.3748822435
178	0.3744795376
179	0.3742599588
180	0.3739181474
181	0.3734957868
182	0.3730776588
183	0.3727747338
184	0.3723942036
185	0.3720001996
186	0.3716726382
187	0.371376599
188	0.3710431766
189	0.3707825371
190	0.3701598192
191	0.3696011835
192	0.3692398388
193	0.3687741654
194	0.3684250465
195	0.3680853194
196	0.3677205059
197	0.3675205803
198	0.3672735103
199	0.3668963361
200	0.3664853977
201	0.3661941528
202	0.3658951867
203	0.3655862369
204	0.3653992927
205	0.3650997239
206	0.3647993355
207	0.3644520455
208	0.3642131601
209	0.364037039
210	0.3636304487
211	0.3633691707
212	0.3629510312
213	0.3626502191
214	0.362330976
215	0.3620786899
216	0.3617150982
217	0.3614399462
218	0.361139636
219	0.3607812301
220	0.3604627959
221	0.3601325219
222	0.359723899
223	0.3594770713
224	0.3592266783
225	0.358982318
226	0.3586691995
227	0.3583888244
228	0.3580891348
229	0.3577611828
230	0.357525642
231	0.3572481895
232	0.3569421727
233	0.3564156056
234	0.3562153337
235	0.3560346495
236	0.3557057806
237	0.3554309433
238	0.3551979027
239	0.3550680845
240	0.3547237138
241	0.3544495077
242	0.3541010656
243	0.3539097759
244	0.3537251974
245	0.3534626052
246	0.3532172017
247	0.3530396367
248	0.3527871501
249	0.3526099131
250	0.3524126224
251	0.3520938958
252	0.351824746
253	0.3516657957
254	0.3513694877
255	0.351144052
256	0.3508813684
257	0.350674192
258	0.3503967862
259	0.3502432881
260	0.3500091459
261	0.3497863297
262	0.3495783884
263	0.3494094716
264	0.349200181
265	0.3489264956
266	0.3487786242
267	0.348575588
268	0.3484048827
269	0.3481725321
270	0.3480374038
271	0.3478808639
272	0.3476341501
273	0.3474963777
274	0.3472819157
275	0.3470624306
276	0.3468768755
277	0.3466442283
278	0.3464487556
279	0.3462791304
280	0.3460649461
281	0.3458513966
282	0.3457137386
283	0.3455514277
284	0.3454390703
285	0.3451271247
286	0.3449450094
287	0.3447883665
288	0.3447081758
289	0.3444918692
290	0.3442602252
291	0.3440560687
292	0.3438607145
293	0.3437595073
294	0.3436904164
295	0.3435646983
296	0.3434590987
297	0.3433631326
298	0.3431768149
299	0.3429831637
300	0.3428619399
301	0.3427766967
302	0.342524588
303	0.3422747656
304	0.3421135377
305	0.3419573389
306	0.3418394075
307	0.3417029958
308	0.3415120212
309	0.3413859373
310	0.3412403946
311	0.3410665953
312	0.3408604298
313	0.3407716304
314	0.340562432
315	0.3403465332
316	0.3401789051
317	0.3400946737
318	0.3399721675
319	0.3397584919
320	0.3396441409
321	0.3395554573
322	0.3393915021
323	0.3392883611
324	0.3391668622
325	0.3390192258
326	0.3388830052
327	0.3387769344
328	0.3386886812
329	0.3386101977
330	0.3384537221
331	0.3383237872
332	0.3381646734
333	0.3380361858
334	0.3379825448
335	0.3378764347
336	0.3377821151
337	0.3375357034
338	0.3374618136
339	0.3372983783
340	0.337231384
341	0.337168626
342	0.3370459848
343	0.3368706053
344	0.3367447423
345	0.3366136049
346	0.3364964083
347	0.3362858325
348	0.336143878
349	0.336085218
350	0.3359958607
351	0.3358945324
352	0.3357754781
353	0.335670023
354	0.3355475621
355	0.3354129227
356	0.3352566689
357	0.3351768525
358	0.3350977327
359	0.3348648935
360	0.3347623334
361	0.3346162911
362	0.3345113734
363	0.3344266432
364	0.3343578833
365	0.334193171
366	0.334115233
367	0.333995916
368	0.3338875759
369	0.333777288
370	0.3336774553
371	0.3335705888
372	0.3334352547
373	0.3333015529
374	0.3331744773
375	0.3330525573
376	0.3329152823
377	0.3327257007
378	0.3325774124
379	0.3324438314
380	0.332312697
381	0.3322708056
382	0.3321451779
383	0.3320645719
384	0.3319714159
385	0.3318564202
386	0.3317776623
387	0.331690141
388	0.3315645619
389	0.3313860926
390	0.3313241616
391	0.3312042014
392	0.3311437613
393	0.3309091397
394	0.330888807
395	0.3307563957
396	0.3306159202
397	0.3305347401
398	0.3304626264
399	0.330390254
400	0.3302828276
401	0.3302172436
402	0.3301123344
403	0.3300283907
404	0.3299016314
405	0.3298071774
406	0.3297125396
407	0.3295704798
408	0.3294001381
409	0.3293335397
410	0.3292130847
411	0.3290680032
412	0.3290114865
413	0.3289011677
414	0.3287709092
415	0.3286676325
416	0.3284712102
417	0.3283370817
418	0.3281931624
419	0.3280561206
420	0.3280031293
421	0.3279053562
422	0.3278441182
423	0.3277713115
424	0.3277029592
425	0.327655666
426	0.3275473279
427	0.3274376618
428	0.3273640361
429	0.3272550102
430	0.3271531863
431	0.3271268676
432	0.327073284
433	0.3270106873
434	0.3269541938
435	0.3268177222
436	0.3267191284
437	0.3266554363
438	0.3266042809
439	0.3265174361
440	0.3264324755
441	0.3264044677
442	0.3262676145
443	0.3261397699
444	0.3260712151
445	0.3260313049
446	0.3259421638
447	0.3258942927
448	0.3257638485
449	0.325690957
450	0.3255534129
451	0.3255153821
452	0.3254355111
453	0.3253016406
454	0.3252481856
455	0.3251859612
456	0.3251332866
457	0.3250208249
458	0.3249650715
459	0.3248818804
460	0.3248202248
461	0.3247049871
462	0.3246015774
463	0.3245041058
464	0.3244449708
465	0.324340637
466	0.3242407158
467	0.3241704932
468	0.3241284346
469	0.3239739515
470	0.3238764351
471	0.3238062959
472	0.3237299901
473	0.3236624165
474	0.323552185
475	0.3234702906
476	0.3233543145
477	0.3232955796
478	0.3231808337
479	0.3230950477
480	0.3230196549
481	0.3229022042
482	0.3228485991
483	0.3227974377
484	0.3227348498
485	0.3226870315
486	0.3226008606
487	0.3225216198
488	0.3224155967
489	0.3223262837
490	0.3221551506
491	0.3220920914
492	0.3219920914
493	0.3218976257
494	0.3218427423
495	0.3217348136
496	0.3216134125
497	0.3215574108
498	0.3215378521
499	0.3214594647
